k,d_norm_griebel_innovation_mean,d_norm_radial_mean,d_norm_x_mean,d_norm_y_mean,d_norm_comp_mean,d_norm_overall_mean,p_ok_griebel_innovation_mean,p_ok_radial_mean,p_ok_x_mean,p_ok_y_mean,p_ok_comp_mean,p_ok_overall_mean,u_griebel_innovation_mean,u_radial_mean,u_x_mean,u_y_mean,u_comp_mean,u_overall_mean,griebel_multinomial_dc_mean,griebel_multinomial_uncertainty_mean,griebel_multinomial_threshold_mean,dc_josang_history_mean,dc_norm_history_mean,nis_score_mean,nis_lower_band_mean,nis_upper_band_mean,rmse_mean
75,0.046,0.1415319011,0.1375622487,0.1383762015,0.258870989,0.1999510092,0.9537837838,0.8189073881,0.8453741933,0.8446317851,0.7141232483,0.7667391261,0.05405405405,0.1107355264,0.1100986003,0.1108798374,0.1114839029,0.1109968526,0.08351448518,0.09682866816,0.2016658936,0.09573486916,0.1257248487,1.921915399,1.236433701,2.977568537,0.4864075348
76,0.04457142857,0.1423919724,0.1383736189,0.1389047232,0.2600991156,0.2010822867,0.9551351351,0.8182250412,0.8446862051,0.8441855742,0.7131236562,0.7658274924,0.05405405405,0.1104423623,0.1098481504,0.1105772377,0.1111274299,0.1106827198,0.08371619104,0.09756677432,0.2029270357,0.09641435919,0.1265537777,1.914685372,1.236433701,2.977568537,0.5378749325
77,0.04485714286,0.1416862148,0.1375872117,0.1381233828,0.2588039117,0.2001287935,0.9548648649,0.8189337592,0.8454174567,0.8448980583,0.714306173,0.7667344311,0.05405405405,0.1101698988,0.1096158016,0.1102958741,0.1109546342,0.1104682639,0.08264168502,0.09824849042,0.2029270357,0.09601909188,0.1259812914,1.928403785,1.236433701,2.977568537,0.5186440711
78,0.04514285714,0.1407999362,0.1361576743,0.1376907623,0.2572212901,0.1988653728,0.9545945946,0.8197925766,0.8467205153,0.8453196675,0.7157521159,0.767909455,0.05405405405,0.1099167268,0.1094002678,0.1100343189,0.1108203928,0.1102821041,0.08153802596,0.09887826766,0.2042116469,0.09550273278,0.12524906,1.935756179,1.236433701,2.977568537,0.5193192854
79,0.046,0.1403860165,0.1365425974,0.1377627251,0.2575827619,0.1986356919,0.9537837838,0.8201775107,0.8464051308,0.8452794119,0.7154853507,0.7681314528,0.05405405405,0.1102595309,0.1092003509,0.1097912322,0.1105708923,0.1102763743,0.07967490898,0.09946018535,0.2042116469,0.09494530638,0.1246927239,1.9450555,1.236433701,2.977568537,0.5518274101
80,0.04628571429,0.1396724233,0.1366350544,0.1372362004,0.257280039,0.1981503018,0.9535135135,0.8208756707,0.8463497718,0.845769657,0.7158103707,0.7686249135,0.05405405405,0.1100039212,0.1090149359,0.1095653581,0.1103838535,0.1100694173,0.07997507014,0.09999798486,0.2042116469,0.09455718311,0.1241223687,1.957720905,1.236433701,2.977568537,0.5438467114
81,0.04714285714,0.1385732156,0.1357243711,0.1383675734,0.2575315184,0.1978049236,0.9527027027,0.8219107302,0.8471880392,0.8447832101,0.7156335928,0.7689917179,0.05405405405,0.109765949,0.1088429848,0.1093555198,0.1101789447,0.1098587112,0.07897292515,0.1004951001,0.2055204429,0.09390368198,0.1232062953,1.957306846,1.236433701,2.977568537,0.5238669126
82,0.04685714286,0.1385100018,0.1369615529,0.1367316575,0.257194407,0.1976426726,0.952972973,0.8220387827,0.8461088294,0.8462597504,0.7159604575,0.7691861451,0.05405405405,0.1095444625,0.1086835322,0.1091606153,0.1100198011,0.1096786962,0.07951497266,0.1009546851,0.2055204429,0.09391912399,0.1231889861,1.956195502,1.236433701,2.977568537,0.5463329066
83,0.04714285714,0.1398745708,0.1369763341,0.1367227163,0.2572021826,0.1982538895,0.9527027027,0.8208781143,0.8460835163,0.846297974,0.7159327556,0.7686547558,0.05405405405,0.1093383776,0.1091194672,0.1089796138,0.1101583486,0.1096344193,0.0807754636,0.1013796382,0.2055204429,0.09491931395,0.1244526969,1.958213316,1.236433701,2.977568537,0.5332572457
84,0.04771428571,0.1386242213,0.1351975502,0.1367571693,0.2556443476,0.1968570822,0.9521621622,0.8220471403,0.8476798161,0.8462908716,0.7173264565,0.7699300049,0.05405405405,0.1091466747,0.1089448125,0.1088115515,0.1100815661,0.109508784,0.08010214946,0.1017726249,0.2068541689,0.09412971726,0.1233795224,1.954262199,1.236433701,2.977568537,0.5489124764
85,0.04742857143,0.1386592705,0.1341577499,0.1351265302,0.2533319244,0.1957225084,0.9524324324,0.8220705524,0.8486198129,0.8477664725,0.7193683689,0.7709594718,0.05405405405,0.1089683954,0.1087822345,0.1086555275,0.1100745639,0.109421512,0.07991566329,0.1021360972,0.2068541689,0.09420550592,0.1234452499,1.941795635,1.236433701,2.977568537,0.5254672392
86,0.04657142857,0.1380005674,0.1332299464,0.1370105227,0.2540226356,0.1955917832,0.9532432432,0.8227037482,0.8494741042,0.8461231947,0.7187434604,0.7710810829,0.05405405405,0.1088026399,0.1086309385,0.109097808,0.110190659,0.1093894802,0.08011037141,0.1024723127,0.2068541689,0.09381226784,0.1228949318,1.934676438,1.236433701,2.977568537,0.5228883086
87,0.04457142857,0.1371752803,0.1345907879,0.136021929,0.2543964188,0.1953817119,0.9551351351,0.8234894352,0.848270854,0.8470094109,0.7184592375,0.7713176237,0.05405405405,0.1086485638,0.1084901776,0.1089255821,0.1100032967,0.1092297063,0.08001964586,0.1027833501,0.2068541689,0.09329093452,0.1221862829,1.929274677,1.236433701,2.977568537,0.4957919433
88,0.04485714286,0.1375585796,0.1349967953,0.1359138131,0.254516424,0.1955176536,0.9548648649,0.8231933349,0.8479157533,0.8471282941,0.7183225809,0.7711943096,0.05405405405,0.108505375,0.108948186,0.1087651406,0.1101490361,0.1092220658,0.07994730915,0.1030711248,0.2082136012,0.09359129351,0.1225539776,1.934179941,1.236433701,2.977568537,0.5109496558
89,0.044,0.1379904257,0.1361023598,0.1342660628,0.2539905613,0.1953679149,0.9556756757,0.8228412528,0.846983801,0.8486028206,0.7187933926,0.7713344245,0.05405405405,0.1083723316,0.1093782401,0.1086157252,0.1103180352,0.1092507609,0.07966467457,0.1033374021,0.2082136012,0.09393622415,0.1229725814,1.932018128,1.236433701,2.977568537,0.5332260592
90,0.04342857143,0.137681424,0.1354085324,0.1332275842,0.2525320778,0.1944884917,0.9562162162,0.8231515545,0.8476011849,0.8495367596,0.7201141609,0.7721453248,0.05405405405,0.1082487385,0.1091912125,0.1084766213,0.110240822,0.1091615928,0.07967427812,0.1035838099,0.2082136012,0.09376646776,0.1227240763,1.940062537,1.236433701,2.977568537,0.5445614711
91,0.04342857143,0.1368817774,0.134697048,0.132736089,0.251506097,0.1936397744,0.9562162162,0.8238979136,0.8482418518,0.8499896198,0.7210441505,0.7729320254,0.05405405405,0.1081339455,0.1090163227,0.1083471554,0.1101476454,0.1090633333,0.07869549036,0.1038118495,0.2082136012,0.09325789719,0.1220351136,1.946627828,1.236433701,2.977568537,0.5355034267
92,0.04342857143,0.1362304448,0.1330787587,0.1346842527,0.2517445424,0.1933277406,0.9562162162,0.8245146565,0.8496793223,0.8482659075,0.720824094,0.7732152813,0.05405405405,0.1080273442,0.108852874,0.1087796739,0.1102629625,0.1090617806,0.07882149177,0.1040229062,0.2082136012,0.09284027532,0.1214716714,1.94718308,1.236433701,2.977568537,0.5238351427
93,0.04257142857,0.1367456097,0.1342092476,0.1336947888,0.2518163567,0.193696289,0.957027027,0.8239431282,0.8486905656,0.8491451963,0.7207793837,0.7728631134,0.05405405405,0.1085208209,0.1087001991,0.1086322907,0.1101012262,0.1091621221,0.07830997774,0.1042182585,0.2082136012,0.09299314164,0.1217964613,1.950816462,1.236433701,2.977568537,0.5443302754
94,0.04285714286,0.1356857497,0.1330250029,0.1348035263,0.2516722439,0.1931816419,0.9567567568,0.8249135834,0.8497530482,0.8481702847,0.7209267517,0.7733509839,0.05405405405,0.1083907318,0.10855766,0.1084946822,0.1099594295,0.1090407038,0.07815386159,0.1043990868,0.2082136012,0.09232967751,0.1208910507,1.953828714,1.236433701,2.977568537,0.5638876628
95,0.04285714286,0.1383320476,0.1338220358,0.1332972759,0.2510483177,0.1938840988,0.9567567568,0.8224919915,0.8490219404,0.8495286075,0.7214284455,0.7726443277,0.05405405405,0.1088629,0.1090181757,0.1083662598,0.110186839,0.1093228512,0.07908656962,0.1045664809,0.2095995488,0.09387593774,0.1230765585,1.95257015,1.236433701,2.977568537,0.572465426
96,0.04371428571,0.1385044763,0.1342753633,0.133809949,0.2517346767,0.194180056,0.9559459459,0.8223721937,0.848631648,0.8491381184,0.7208247834,0.7723865231,0.05405405405,0.1087114487,0.1088558293,0.1088404693,0.1102854342,0.1093165457,0.08003788046,0.1053021401,0.2100165451,0.09405491125,0.1232720819,1.961367113,1.236433701,2.977568537,0.5907079749
97,0.04428571429,0.137062704,0.1344341659,0.1323431669,0.2505229845,0.1929119891,0.9554054054,0.8237062273,0.8485136624,0.8504409547,0.7219064213,0.7735441524,0.05405405405,0.1085698149,0.108704018,0.1086904504,0.1102015264,0.1092197841,0.07891034786,0.1054071767,0.2099933074,0.09310518125,0.1220088653,1.96385395,1.236433701,2.977568537,0.5672329813
98,0.044,0.137032277,0.134126885,0.1329021653,0.2506773002,0.1931064116,0.9556756757,0.8237660432,0.8488013972,0.8499415872,0.7217808045,0.7734032969,0.05405405405,0.1084374369,0.1085621405,0.1085501626,0.110041184,0.1090889934,0.07902135625,0.1055033261,0.2099706579,0.0931338277,0.1220152383,1.964082873,1.236433701,2.977568537,0.5994701807
99,0.04428571429,0.1374229364,0.1334750513,0.132468696,0.2497141158,0.1929489142,0.9554054054,0.8234333053,0.8493800829,0.8503391491,0.7226372205,0.7735621991,0.05405405405,0.1083137764,0.1084296199,0.10841905,0.1099680218,0.1090034266,0.07984954876,0.1055912673,0.2099485752,0.09346877593,0.1224098065,1.962617763,1.236433701,2.977568537,0.5876839091
100,0.04571428571,0.1347823631,0.132391032,0.131021453,0.247648277,0.1905795687,0.9540540541,0.8258186819,0.850345848,0.8516227384,0.7244803799,0.7756883564,0.05405405405,0.1081983185,0.1083059037,0.1082965793,0.1099805969,0.1089632208,0.07907296834,0.1056716289,0.2099270387,0.0917090163,0.1200821589,1.964411457,1.236433701,2.977568537,0.5901033843
101,0.04571428571,0.1346983938,0.1331834584,0.1332102713,0.2502585461,0.1917499282,0.9540540541,0.8259232938,0.8496365855,0.8496462934,0.7221749396,0.7746615404,0.05405405405,0.1080905717,0.1081904643,0.1087618587,0.1099947397,0.1089142438,0.07890233905,0.1057449929,0.2099060288,0.09168767988,0.1200314203,1.962287669,1.236433701,2.977568537,0.6147963115
102,0.04542857143,0.1331876821,0.1334024505,0.1316624552,0.2491271246,0.190465997,0.9543243243,0.8272954432,0.8494476112,0.8510295466,0.7231819583,0.7758206181,0.05405405405,0.1079900676,0.1080827981,0.1086179002,0.1099437978,0.1088481363,0.07860212602,0.1058118983,0.2098855263,0.09069559292,0.118709523,1.970192533,1.236433701,2.977568537,0.6093603609
103,0.04628571429,0.1315044916,0.1327450705,0.1320447042,0.2490317548,0.1896142517,0.9535135135,0.8288208954,0.8500295769,0.8506930964,0.7232980278,0.7766093709,0.05405405405,0.1078963605,0.1079824261,0.1084831865,0.1098314151,0.1087574168,0.07732794348,0.1058728434,0.2098655131,0.08958169059,0.1172309244,1.973475408,1.236433701,2.977568537,0.59369128
104,0.04571428571,0.1327892516,0.1332374958,0.1314943819,0.2490079441,0.1900885939,0.9540540541,0.8276162675,0.8496005105,0.8511763258,0.723338769,0.7761554018,0.05405405405,0.1084057881,0.107888893,0.1083572032,0.109721457,0.1089045863,0.07748968507,0.1059282898,0.2098459715,0.0901681443,0.1181808385,1.980025973,1.236433701,2.977568537,0.5666575813
105,0.04514285714,0.133185599,0.1342669554,0.1318757527,0.2503049133,0.1909802393,0.9545945946,0.8272934544,0.8486796766,0.8508389068,0.7222266221,0.7753987336,0.05405405405,0.1082859072,0.1078017669,0.1082394549,0.1095376072,0.1087688838,0.07765554411,0.1059786644,0.2098268848,0.09048140021,0.118563592,1.979615546,1.236433701,2.977568537,0.5407974734
106,0.044,0.1325903256,0.1343735717,0.1306210246,0.2492793771,0.1902476005,0.9556756757,0.8278532985,0.8485902515,0.8519576523,0.7231384067,0.7760714663,0.05405405405,0.1081737747,0.1077206388,0.1081294656,0.1095014677,0.1087048521,0.07763027353,0.1060243623,0.209808237,0.09011542305,0.1180598141,1.964229097,1.236433701,2.977568537,0.558786515
107,0.046,0.1326569556,0.1340763951,0.1297067822,0.2482584303,0.1898771568,0.9537837838,0.8278008118,0.8488646285,0.8527666115,0.724043822,0.7764120982,0.05405405405,0.1080689522,0.1076451219,0.1080267789,0.1094759408,0.1086526981,0.07790324537,0.1060657487,0.2097900124,0.09022830713,0.1181647121,1.976802037,1.236433701,2.977568537,0.5471587668
108,0.04771428571,0.1322219548,0.1350211979,0.1315225733,0.2506219898,0.1909151582,0.9521621622,0.8282197062,0.8480285302,0.8511494018,0.7219944345,0.7755342722,0.05405405405,0.1079710186,0.1075748509,0.1079309583,0.1092368277,0.1084965285,0.07855963421,0.1061031619,0.2097721965,0.08995824447,0.1177947845,1.983289298,1.236433701,2.977568537,0.5370134985
109,0.04571428571,0.1325511616,0.135635192,0.1313676542,0.2509900357,0.1913410971,0.9540540541,0.827942014,0.8474879199,0.851281281,0.7216785548,0.7751749486,0.05405405405,0.1078795702,0.1075094812,0.1078415874,0.1091317632,0.1084063478,0.07786297352,0.1061369143,0.2097547751,0.09022689243,0.1181182009,1.983125756,1.236433701,2.977568537,0.517364468
110,0.04685714286,0.1315419567,0.1365142837,0.1315387079,0.2519275357,0.1911764122,0.952972973,0.8288558912,0.8467084106,0.8511399606,0.7208227903,0.7753086081,0.05405405405,0.1077942209,0.1080466527,0.1077582695,0.1093226342,0.1084509802,0.07808780954,0.1061672952,0.2097377346,0.08958176476,0.1172469983,1.987307246,1.236433701,2.977568537,0.4927307575
111,0.04742857143,0.1321975198,0.1358808184,0.1318874668,0.2516966621,0.191449918,0.9524324324,0.8282933255,0.8472823913,0.8508359646,0.7210345116,0.7750826363,0.05405405405,0.1077146022,0.1079515237,0.1076806272,0.1092504613,0.1083839578,0.07784371414,0.1061945718,0.2097210622,0.0900551009,0.1178493734,1.985499003,1.236433701,2.977568537,0.5380763411
112,0.04714285714,0.1338544406,0.1375155854,0.1324876215,0.2536585376,0.1930390644,0.9527027027,0.8267100514,0.8458384124,0.8503070278,0.7192872764,0.7736065093,0.05405405405,0.1081856629,0.1084608001,0.1076083027,0.1093513504,0.1086046173,0.07857850683,0.1062189913,0.2111039184,0.09099302664,0.1191971172,1.983726879,1.236433701,2.977568537,0.5312101502
113,0.046,0.1338018814,0.1359909044,0.1320703388,0.2519618042,0.192220885,0.9537837838,0.8267833029,0.8471953423,0.8506803558,0.7207926869,0.7743494032,0.05405405405,0.108081693,0.1083389889,0.1075409568,0.10936098,0.1085683183,0.07862385791,0.1062407823,0.2110879453,0.09099494078,0.1191758506,1.981803688,1.236433701,2.977568537,0.5180058332
114,0.04571428571,0.1367773161,0.1345064399,0.1313789102,0.250144581,0.1927468722,0.9540540541,0.8240379179,0.8485170472,0.8512984504,0.7224060672,0.7738362991,0.05405405405,0.1085828487,0.1082248071,0.1074782687,0.1093867237,0.1087756116,0.07858265437,0.1062601559,0.2110723046,0.09278838311,0.1216706577,1.973044335,1.236433701,2.977568537,0.5390222373
115,0.046,0.1372275764,0.1345419209,0.129816062,0.2488085832,0.1923067519,0.9537837838,0.8236719742,0.848472729,0.8527002297,0.723587955,0.774238226,0.05405405405,0.1084531036,0.108117855,0.1074199353,0.1093866234,0.1087292197,0.07847808642,0.1062773074,0.2110569854,0.09313795992,0.122101474,1.956129448,1.236433701,2.977568537,0.5484995044
116,0.04685714286,0.1344740893,0.1351534223,0.1303807014,0.2498802412,0.1915449948,0.952972973,0.8261488005,0.8479233975,0.8521984227,0.7226664011,0.7749496005,0.05405405405,0.1083314329,0.1080177442,0.1073656708,0.1092407896,0.1086140113,0.07776110341,0.1062924171,0.2110419773,0.09131902926,0.119685483,1.946069197,1.236433701,2.977568537,0.5473389728
117,0.04771428571,0.13592426,0.1343246561,0.1300935713,0.2488587541,0.1917793851,0.9521621622,0.8248916726,0.8486663617,0.8524643017,0.7235681916,0.7747522451,0.05405405405,0.1082174219,0.1079240986,0.1073152057,0.1092266496,0.108566829,0.07939829443,0.1063056517,0.2110272703,0.09233802263,0.1209996164,1.955351961,1.236433701,2.977568537,0.5519759183
118,0.04685714286,0.1384342977,0.1352147556,0.1303344041,0.2498925057,0.193607557,0.952972973,0.8225592451,0.8478717057,0.8522547074,0.722681068,0.773110483,0.05405405405,0.108709577,0.1078365552,0.1072682867,0.1090941263,0.108679615,0.07918622554,0.1063171652,0.2110128549,0.09382390365,0.1230859664,1.954061251,1.236433701,2.977568537,0.5279067234
119,0.046,0.1398485076,0.1355304429,0.1337114085,0.2530377385,0.1956695164,0.9537837838,0.8212393187,0.8475924186,0.8492651427,0.7198831221,0.7712298522,0.05405405405,0.1091700002,0.1077547644,0.1078236688,0.1091481711,0.1088743379,0.07907496486,0.1063270998,0.2109987218,0.0945339382,0.1241756813,1.94592373,1.236433701,2.977568537,0.5215818979
120,0.046,0.1383126148,0.1349776203,0.1333820307,0.2523597031,0.1946895662,0.9537837838,0.8226150557,0.8480795721,0.84954759,0.7204953002,0.7721203848,0.05405405405,0.1090013975,0.1076783907,0.1077444585,0.10911544,0.1088043452,0.07929171917,0.1063355869,0.2109848623,0.09360200388,0.1228842456,1.962044753,1.236433701,2.977568537,0.5231697814
121,0.04742857143,0.138437393,0.1355880634,0.1324421281,0.2521974857,0.1947059026,0.9524324324,0.8225381635,0.8475466762,0.850380102,0.7206534346,0.7721289681,0.05405405405,0.108843168,0.1076071124,0.1076702912,0.1090647268,0.1087255273,0.07937594391,0.1063427476,0.210971268,0.09375253337,0.1230402525,1.959818291,1.236433701,2.977568537,0.5336889467
122,0.04771428571,0.1387439351,0.1370294643,0.1357653274,0.2562244619,0.1968502957,0.9521621622,0.8222848257,0.8462697134,0.8474643289,0.7171036961,0.7702433851,0.05405405405,0.1086947968,0.1075406224,0.1082000972,0.1090352459,0.1086482419,0.0794663142,0.106348694,0.2109579308,0.09404120648,0.1233677759,1.963099109,1.236433701,2.977568537,0.5257387257
123,0.04742857143,0.140351107,0.1366130447,0.1353301893,0.2554588253,0.1972272305,0.9524324324,0.8207398042,0.8466369927,0.8478474177,0.7177828865,0.7698520225,0.05405405405,0.1091550461,0.1074786277,0.1080964984,0.1089941341,0.1088202935,0.07929459654,0.1063535293,0.2109448428,0.09496177133,0.1246826728,1.959968208,1.236433701,2.977568537,0.5492262931
124,0.04828571429,0.1408592384,0.1381942592,0.1364585209,0.2577651985,0.1983880503,0.9516216216,0.8203065244,0.8452010924,0.8468823884,0.7157195399,0.7687983966,0.05405405405,0.108986185,0.1079738295,0.1085986373,0.1093351863,0.1089205028,0.08012173812,0.1063573491,0.2109319967,0.0954033511,0.1252003831,1.96906968,1.236433701,2.977568537,0.5520947175
125,0.04914285714,0.1405971067,0.1359692829,0.1358376793,0.2553846125,0.1971090955,0.9508108108,0.8205538806,0.8471766245,0.8474447317,0.717820773,0.7699370175,0.05405405405,0.1088278747,0.1078846732,0.1084688336,0.1093772509,0.1088928798,0.08034482148,0.1063602411,0.2109193853,0.09532143909,0.1250321821,1.976670804,1.236433701,2.977568537,0.5316084244
126,0.04885714286,0.1403566664,0.1365324648,0.1348709195,0.2549887811,0.1969623868,0.9510810811,0.8207791733,0.8466870336,0.8482858578,0.7181726553,0.7700869832,0.05405405405,0.108679571,0.1078011443,0.1083469711,0.1092883114,0.1087947098,0.08059716592,0.1063622867,0.2109070017,0.09525134908,0.1248810412,1.971333273,1.236433701,2.977568537,0.5368405549
127,0.04942857143,0.1404153588,0.1372699806,0.1364053196,0.2568340746,0.1980245147,0.9505405405,0.8207526834,0.8460343003,0.846924187,0.716527828,0.7691561992,0.05405405405,0.1085407428,0.1077229427,0.10883213,0.109363569,0.1088005627,0.08098597301,0.1063635607,0.2108948393,0.09535598484,0.1249769452,1.98000213,1.236433701,2.977568537,0.5234162916
128,0.05,0.140361826,0.1379426377,0.1363778003,0.2572935857,0.1983097465,0.95,0.82082903,0.8454446867,0.8469195763,0.71613601,0.7689287924,0.05405405405,0.108410874,0.1076497775,0.1086862719,0.1092035273,0.1086742492,0.08055022571,0.106364132,0.2108828917,0.09537348135,0.124965533,1.986811961,1.236433701,2.977568537,0.5096664402
129,0.05028571429,0.1397816183,0.1365724207,0.1377939265,0.2573021303,0.1979118799,0.9497297297,0.8213690239,0.8466725799,0.8456853332,0.7160948629,0.7692671498,0.05405405405,0.1082894652,0.1075813676,0.1091489307,0.1094191093,0.1087226224,0.08047667529,0.1063640643,0.2108711529,0.0950347561,0.1244862435,1.991828637,1.236433701,2.977568537,0.5381523996
